,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,PBTS,2020-06-30,USD,36629253,29576180,2155536,2155536,None,None,7053073,6196918,None,None,None,None,None,None,None,5111956,None,30353632,30353632,None,None,None,None,0,None,None,4670814,None,None,1836386,None,6292739,None,-10151919,15292,9175288
1,PBTS,2020-03-31,USD,None,29576180,None,None,None,None,None,6196918,None,None,None,None,None,None,None,5111956,None,None,30353632,None,None,None,None,None,None,None,None,None,None,1836386,None,None,None,-10151919,15292,None
2,PBTS,2019-12-31,USD,30680964,23047816,5699106,5699106,None,None,7633148,6564640,None,None,None,None,None,None,None,3795742,None,24769917,24769917,None,None,None,1580018,0,None,None,1580018,None,1580018,1866283,None,5911062,None,-9980835,14946,8967748
3,PBTS,2019-09-30,USD,None,23047816,None,None,None,None,None,6564640,None,None,None,None,None,None,None,3795742,None,None,24769917,None,None,None,None,None,None,None,None,None,None,1866283,None,None,None,-9980835,14946,None
4,PBTS,2019-06-30,USD,38490688,31749195,5750995,5750995,None,None,6741493,5467428,None,None,None,None,None,None,None,198980,65550,24416547,24416547,None,None,None,2825895,0,None,None,2825895,None,2825895,1918180,None,14074141,None,-2079048,14863,None
5,PBTS,2019-03-31,USD,38490688,31749195,5750995,5750995,None,None,None,5467428,None,None,None,None,None,None,None,1791266,None,24416547,24416547,None,None,None,None,None,None,None,None,None,None,1918180,None,14074141,None,-2079048,14863,None
6,PBTS,2018-12-31,USD,27767508,22107482,4348635,4348635,0,None,None,4707110,None,0,0,0,None,0,0,669530,None,21341628,21341628,None,None,None,1994968,None,None,0,0,None,1994968,2053025,None,6425880,0,806000,11510,None
7,PBTS,2018-09-30,USD,27767508,22107482,4348635,4348635,0,None,None,4707112,None,0,0,0,None,0,0,1918098,None,21341628,21341628,None,None,None,0,None,None,0,0,None,None,2053025,None,6425880,0,806002,11509,None
8,PBTS,2018-06-30,USD,22072860,17305930,570627,570627,0,None,None,3722650,None,0,0,0,None,0,0,1656747,None,15596140,15671610,None,None,None,226590,None,None,0,0,None,None,1750299,None,6476720,0,659860,11510,None
9,PBTS,2018-03-31,USD,22072856,17305934,570627,570627,0,None,None,3722649,None,0,0,0,None,0,0,1656747,None,15671607,15671607,None,None,None,0,None,None,0,0,None,None,1750299,None,6476720,0,659863,11509,None
10,PBTS,2017-12-31,USD,21784791,17608882,2958674,2958674,None,None,None,3432569,None,None,None,None,None,None,None,649431,None,16573299,16573299,None,None,None,None,None,None,None,None,None,None,2725983,None,5218420,None,-740288,11509,None
11,PBTS,2017-09-30,USD,21784791,17608882,2958674,2958674,None,None,None,3432569,None,None,None,None,None,None,None,649431,None,16573299,16573299,None,None,None,None,None,None,None,None,None,None,2725983,None,5218420,None,-740288,11509,None
12,PBTS,2017-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1012165,None,None,None,None
13,PBTS,2016-12-31,USD,13067000,None,4300000,4300000,None,None,None,1663000,None,None,None,None,None,None,None,819000,None,12055000,12055000,None,None,None,None,None,None,None,None,None,None,4088000,None,1012000,None,None,12000,None
