,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,MEDS,2020-09-30,USD,2483416,-40672,None,-84125,-2585387,14051,None,-2483360,-34631,138391,0,13303,None,None,None,None,None,None,None,0,None,None,-5976697,None,2496719,None,138391
1,MEDS,2020-06-30,USD,-3571861,None,None,None,None,25414,None,None,1450473,-542587,0,21600,None,None,None,None,None,None,None,0,None,None,None,None,-535277,None,-542587
2,MEDS,2020-03-31,USD,-410806,23322,None,291596,590610,24885,23505,94047,311640,180303,-23505,5263922,None,None,None,None,None,None,None,5994424,None,None,11986277,None,4829611,None,180303
3,MEDS,2019-12-31,USD,-182790,57756,None,-146102,69383,1250,82250,87177,-6555,-495203,-82252,-222552,None,None,None,None,None,None,None,None,None,None,0,None,-487594,None,-495203
4,MEDS,2019-09-30,USD,404254,37708,None,4095,-450625,1250,250000,2894,-483500,27565,0,2415000,None,None,None,None,None,None,None,None,None,None,2455000,None,2819254,None,27565
5,MEDS,2019-06-30,USD,46105,1293,None,-36422,454774,1250,250000,-15317,484593,57981,-40000,0,None,None,None,None,None,None,None,None,None,None,0,None,73855,None,57981
6,MEDS,2019-03-31,USD,-125794,1704,None,29770,362047,1250,210000,295169,-17743,125229,-210000,166,None,None,None,None,None,None,None,None,None,None,166,None,-335628,None,125229
7,MEDS,2018-12-31,USD,-179377,-3058,None,-117101,-215236,0,15006,-100850,-10055,-123008,-265279,500000,None,None,None,None,None,None,None,None,None,None,500000,None,276792,None,-187993
8,MEDS,2018-09-30,USD,160003,12636,None,72154,136235,0,None,96507,None,94249,None,300000,None,None,None,None,None,None,None,None,None,None,300000,None,384859,None,94249
9,MEDS,2018-06-30,USD,20513,18462,None,21859,13195,0,None,-1425,None,20513,None,-61725,None,None,None,None,None,None,None,None,None,None,None,None,18068,None,20513
10,MEDS,2018-03-31,USD,133174,8930,None,4297,57511,152,None,7300,None,82269,None,-60739,None,None,None,None,None,None,None,None,None,None,None,None,5924,None,82269
11,MEDS,2017-12-31,USD,117214,31729,None,-59500,75293,15422,None,66457,None,139906,None,-42734,None,None,None,None,None,None,None,None,None,None,None,None,10584,None,139906
12,MEDS,2017-09-30,USD,216299,25595,None,3637,37582,12209,None,-2560,None,76193,None,-46650,None,None,None,None,None,None,None,None,None,None,None,None,70126,None,76193
13,MEDS,2017-06-30,USD,-34093,0,None,-87643,-27390,26412,None,-69175,None,-6842,None,-116651,None,None,None,None,None,None,None,None,None,None,None,None,-66792,None,-6842
14,MEDS,2017-03-31,USD,-48283,13886,None,-248228,25632,47604,None,25632,None,79726,None,203600,None,None,None,None,None,None,None,None,None,None,None,None,155317,None,79726
15,MEDS,2016-12-31,USD,1053544,1329,None,-256457,122615,-33023,None,-51742,None,-443050,None,-167358,None,None,None,None,None,None,None,None,None,None,None,None,701552,None,-443050
16,MEDS,2016-09-30,USD,-711529,12488,None,182575,-107543,44992,None,-6043,None,-842880,None,486492,None,None,None,None,None,None,None,None,None,None,None,None,-225037,None,-842880
17,MEDS,2016-06-30,USD,-493691,6121,None,241913,189487,40304,None,68316,None,-1101815,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-188691,None,-1101815
18,MEDS,2016-03-31,USD,-351853,3618,None,82056,-148780,59015,None,45248,None,-372380,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-351853,None,-372380
19,MEDS,2015-12-31,USD,-416157,-24032,None,41941,-139095,48294,None,-37096,None,-495445,None,None,None,None,None,None,None,None,None,None,None,None,None,None,535510,None,-495445
